"cellid","y1","y2","y3","g1","g2","g3","time","x.loc","y.loc"
5106,0,1,0,0.664017275907099,-0.308116265106946,0.658445525914431,5,16.5,154.5
5107,0,0,0,0.419812532141805,0.104872964322567,-0.0748159126378596,1,19.5,154.5
5107,0,0,0,-0.731551784090698,-0.497977409977466,0.0765871088951826,2,19.5,154.5
5107,0,0,0,0.856519999913871,-0.792876312509179,-0.141248808708042,3,19.5,154.5
5107,0,0,1,0.489086113404483,0.155896458774805,-0.740049978718162,4,19.5,154.5
5107,1,0,NA,-0.96952349646017,0.601374463643879,-0.782912530004978,5,19.5,154.5
5116,0,0,0,-0.967480488587171,0.716426491271704,0.234845851548016,1,46.5,154.5
5116,0,0,0,-0.709418479818851,0.877207259647548,0.918450748547912,2,46.5,154.5
5116,NA,0,0,-0.0408998685888946,0.0282679619267583,0.289467958733439,3,46.5,154.5
5116,0,0,0,-0.667881579604,0.000700363889336586,0.092120005749166,4,46.5,154.5
5116,0,0,0,0.51148473052308,0.571236656047404,-0.955693467520177,5,46.5,154.5
5117,0,0,0,0.112575320992619,-0.997401631437242,0.102003358304501,1,49.5,154.5
5117,0,0,0,-0.821619702968746,-0.407167478930205,-0.951842613518238,2,49.5,154.5
5117,0,0,0,0.25681923981756,-0.827910910826176,0.0152166788466275,3,49.5,154.5
5117,0,0,0,0.426141580566764,-0.829680770169944,0.154935509432107,4,49.5,154.5
5117,1,1,0,-0.187766120303422,0.0304406112991273,0.50308345630765,5,49.5,154.5
5120,0,0,0,-0.329344797413796,0.591956154908985,-0.581672137603164,1,58.5,154.5
5120,0,0,0,0.827362342271954,-0.686926440801471,0.0295601547695696,2,58.5,154.5
5120,0,0,0,-0.912484793923795,0.678735971916467,-0.742074747569859,3,58.5,154.5
5120,0,0,0,0.288350196555257,0.0474564637988806,0.865610029082745,4,58.5,154.5
5120,0,0,0,0.633444623555988,0.69040677184239,0.541625665035099,5,58.5,154.5
5132,0,0,0,-0.328909761738032,0.470695994794369,-0.594448789488524,1,94.5,154.5
5132,0,0,0,0.556706726551056,-0.707701727747917,0.564924518112093,2,94.5,154.5
5132,0,0,0,0.11840505618602,0.185530268121511,-0.902762982994318,3,94.5,154.5
5132,0,0,0,0.677397493738681,-0.65064388141036,-0.572102435864508,4,94.5,154.5
5132,0,0,0,0.565812321379781,0.480806023813784,0.994773268699646,5,94.5,154.5
5138,0,0,0,-0.780362178571522,0.237627857830375,-0.695355897303671,1,112.5,154.5
5138,0,0,NA,-0.478410395327955,-0.335563012398779,-0.500301504973322,2,112.5,154.5
5138,0,0,0,-0.0855936007574201,-0.362653156276792,-0.67289692023769,3,112.5,154.5
5138,0,0,0,0.126314564608037,0.657014684285969,-0.0294660152867436,4,112.5,154.5
5138,0,1,0,-0.628198749385774,-0.0173110077157617,0.624327885918319,5,112.5,154.5
5147,0,1,0,0.342600454110652,-0.461807431653142,0.453738407231867,1,139.5,154.5
5147,NA,0,0,-0.902949815616012,0.882303053978831,-0.393931401893497,2,139.5,154.5
5147,0,0,0,0.779004951938987,-0.161774445325136,0.876691529527307,3,139.5,154.5
5147,0,1,0,0.762847531586885,-0.429056589957327,-0.670240013394505,4,139.5,154.5
5147,0,0,0,0.585024347994477,0.392635344993323,0.212404239922762,5,139.5,154.5
5148,0,0,0,0.57569437706843,0.549568383488804,-0.434110173489898,1,142.5,154.5
5148,0,NA,0,0.944027490448207,0.28683902323246,0.749341125134379,2,142.5,154.5
5148,0,0,0,-0.0175467045046389,0.225864663720131,-0.140699299052358,3,142.5,154.5
5148,0,0,0,-0.168671577703208,0.94524566270411,-0.0494770095683634,4,142.5,154.5
5148,0,1,0,-0.642624620813876,-0.41521203238517,0.893366388045251,5,142.5,154.5
5150,0,0,NA,-0.795716351363808,0.192210430745035,-0.418148508295417,1,148.5,154.5
5150,0,0,0,0.217950989957899,0.827797655947506,-0.42236929340288,2,148.5,154.5
5150,0,NA,0,0.0580332144163549,-0.311541055794805,0.213669566903263,3,148.5,154.5
5150,0,1,0,0.539911057334393,-0.696746544446796,-0.473492058925331,4,148.5,154.5
5150,0,0,0,-0.259141555055976,-0.52487934846431,0.981003031134605,5,148.5,154.5
5162,0,0,0,-0.405794602818787,0.93632579408586,0.317878077272326,1,184.5,154.5
5162,0,0,1,-0.622645840980113,0.987072702962905,-0.892597883939743,2,184.5,154.5
5162,0,0,0,0.132316884584725,-0.482820181176066,0.898863380774856,3,184.5,154.5
5162,NA,0,0,-0.301906406879425,-0.269910519942641,0.875218858942389,4,184.5,154.5
5162,NA,0,0,-0.413634448312223,-0.867759711109102,0.335822844877839,5,184.5,154.5
5165,0,0,0,-0.143747332971543,-0.802862159442157,-0.971750339958817,1,193.5,154.5
5165,0,0,1,-0.101314553059638,0.694951663725078,-0.864836894441396,2,193.5,154.5
5165,0,0,0,0.0786133240908384,-0.961784602608532,0.0568881048820913,3,193.5,154.5
5165,0,NA,0,0.967569997999817,0.66274254117161,0.945677134208381,4,193.5,154.5
5165,0,NA,NA,0.68470118381083,-0.83618730539456,0.624384257011116,5,193.5,154.5
5166,NA,0,0,-0.516258382704109,0.419301259797066,-0.578521212097257,1,196.5,154.5
5166,0,0,0,-0.193426727782935,0.183276666328311,0.59312111325562,2,196.5,154.5
5166,0,0,0,-0.061776093672961,0.0761650102213025,-0.50020444765687,3,196.5,154.5
5166,0,NA,NA,-0.832410299684852,-0.221541046630591,-0.477336021605879,4,196.5,154.5
5166,0,0,0,-0.175335372332484,0.790085630491376,-0.24108496401459,5,196.5,154.5
5167,0,0,0,0.145809120964259,0.962896241340786,-0.1252142325975,1,199.5,154.5
5167,0,1,1,0.484728236682713,-0.990241823717952,0.488509090617299,2,199.5,154.5
5167,0,0,0,0.982527421787381,0.893022012896836,-0.677780145313591,3,199.5,154.5
5167,0,0,0,0.565647995565087,-0.253829977940768,-0.752534090541303,4,199.5,154.5
5167,1,0,0,-0.937682528980076,-0.117060189601034,-0.893904331605881,5,199.5,154.5
5170,NA,0,0,-0.78626039577648,0.759323357604444,-0.715818152297288,1,208.5,154.5
5170,NA,NA,1,-0.392729611601681,0.251335904467851,-0.906139665283263,2,208.5,154.5
5170,0,0,0,0.50327302981168,0.466452422086149,-0.842769242823124,3,208.5,154.5
5170,0,NA,0,-0.636709263082594,-0.106191702187061,0.653505301102996,4,208.5,154.5
5170,0,0,0,-0.207838924136013,0.747893960215151,0.0959003218449652,5,208.5,154.5
5171,0,0,0,-0.00281808944419026,0.498422821518034,0.350498638115823,1,211.5,154.5
5171,0,0,0,0.691181351896375,-0.876347234472632,-0.105079801287502,2,211.5,154.5
5171,0,0,0,0.529022199567407,-0.222703629639,0.0884541450068355,3,211.5,154.5
5171,0,0,0,-0.921820683404803,-0.472744887694716,0.194433649536222,4,211.5,154.5
5171,0,0,0,-0.716439576819539,-0.447968142107129,0.847038088832051,5,211.5,154.5
5179,0,0,0,-0.374731546267867,-0.0114834010601044,0.267499251756817,1,235.5,154.5
5179,0,0,0,0.474319429136813,-0.912468649912626,0.333049404900521,2,235.5,154.5
5179,0,0,0,-0.682985607534647,-0.851547827478498,-0.987839296460152,3,235.5,154.5
5179,NA,0,0,-0.441546751651913,-0.920518995728344,-0.685911818873137,4,235.5,154.5
5179,0,NA,0,0.530599661171436,0.333881720434874,-0.794902049005032,5,235.5,154.5
5184,0,0,0,-0.222480265889317,-0.527121286373585,-0.132308839354664,1,250.5,154.5
5184,0,0,0,-0.458000550512224,0.983238827902824,-0.651054146233946,2,250.5,154.5
5184,0,0,0,0.881835161708295,-0.0371558116748929,-0.608603633008897,3,250.5,154.5
5184,0,0,0,-0.0791749358177185,0.409660755190998,0.828391468152404,4,250.5,154.5
5184,0,0,0,-0.51773169497028,-0.449096114374697,0.153300256934017,5,250.5,154.5
5187,NA,0,0,0.0548082133755088,0.196376800071448,-0.10814882395789,1,259.5,154.5
5187,0,0,0,-0.985126773361117,0.259332948829979,0.588759037200361,2,259.5,154.5
5187,0,0,0,-0.544771554414183,0.582318488974124,-0.903644130099565,3,259.5,154.5
5187,1,0,0,0.0676660132594407,-0.220549061894417,0.311819302849472,4,259.5,154.5
5187,1,1,1,-0.513906474225223,-0.681750394869596,-0.728548845741898,5,259.5,154.5
5188,NA,0,0,0.501172132790089,-0.604430170729756,-0.977508273441344,1,262.5,154.5
5188,0,0,0,0.739291585050523,0.901874656323344,0.976586201228201,2,262.5,154.5
5188,0,0,0,-0.0252238432876766,-0.895300616044551,-0.673363747540861,3,262.5,154.5
5188,0,0,0,-0.912978688254952,0.215813282411546,-0.763659063726664,4,262.5,154.5
5188,0,0,0,0.862478395458311,0.228224628139287,0.0414268686436117,5,262.5,154.5
5196,0,0,0,-0.393079662229866,0.541968835517764,-0.72811075579375,1,286.5,154.5
5196,0,0,0,0.658312892075628,0.618919754400849,-0.139025053475052,2,286.5,154.5
5196,NA,0,NA,0.446096121333539,0.609084323979914,-0.741746038664132,3,286.5,154.5
5196,0,0,NA,-0.203734706155956,-0.815058821812272,-0.705461963545531,4,286.5,154.5
5196,0,0,1,-0.862677239812911,0.532336597330868,-0.270199247635901,5,286.5,154.5
5213,0,0,0,-0.729585424531251,-0.376281308475882,-0.326954882126302,1,37.5,157.5
5213,0,0,0,0.108225358184427,0.611856543458998,-0.576996652875096,2,37.5,157.5
5213,0,0,0,-0.12390476372093,0.967335703782737,0.448467241600156,3,37.5,157.5
5213,0,0,0,-0.639055281411856,-0.0833825701847672,0.116897923406214,4,37.5,157.5
5213,0,0,0,-0.639033485203981,0.741222486365587,0.944704415742308,5,37.5,157.5
5214,NA,0,0,-0.503634532447904,0.39600434852764,0.470613457262516,1,40.5,157.5
5214,0,0,0,-0.56115104444325,0.774336775764823,-0.282475715037435,2,40.5,157.5
5214,0,0,0,-0.409216050989926,-0.696903307456523,-0.562639781273901,3,40.5,157.5
5214,0,0,0,0.899689990095794,0.337982455268502,0.696155975107104,4,40.5,157.5
5214,0,0,0,-0.782696546055377,0.113018067553639,0.917982848361135,5,40.5,157.5
5221,0,0,0,0.647426475770772,0.339122167322785,-0.445734483189881,1,61.5,157.5
5221,0,0,1,-0.21222629211843,-0.0299785095266998,-0.574591078795493,2,61.5,157.5
5221,0,0,0,0.707439458463341,-0.604931330773979,-0.599828253500164,3,61.5,157.5
5221,0,0,0,0.577902843244374,-0.890202725771815,0.69145773164928,4,61.5,157.5
5221,NA,0,0,0.905874515417963,-0.206216552760452,0.221725683659315,5,61.5,157.5
5228,0,0,0,0.2374681616202,0.600373357068747,0.563592440914363,1,82.5,157.5
5228,0,0,0,-0.654086137190461,0.986098018474877,-0.393981480505317,2,82.5,157.5
5228,0,0,0,0.0488083157688379,0.717067466583103,-0.840122695546597,3,82.5,157.5
5228,0,0,0,0.0197150404565036,0.332607115153223,-0.0720144445076585,4,82.5,157.5
5228,0,NA,0,0.368684574961662,0.962075903546065,0.311205341480672,5,82.5,157.5
5232,0,1,0,-0.138724459800869,-0.85680673411116,0.252931309863925,1,94.5,157.5
5232,0,0,NA,0.105231645982713,-0.313416878227144,0.10655794898048,2,94.5,157.5
5232,0,0,0,-0.804909886326641,-0.155676011927426,-0.226228173356503,3,94.5,157.5
5232,0,0,0,0.449801230337471,-0.227772139012814,0.630087363068014,4,94.5,157.5
5232,0,0,0,-0.874664104543626,0.0149399642832577,0.346115775406361,5,94.5,157.5
5235,0,0,0,0.0681623350828886,0.474315646104515,-0.152500000782311,1,103.5,157.5
5235,0,0,0,-0.854391138069332,-0.942841365002096,0.0340104098431766,2,103.5,157.5
5235,1,0,0,-0.525155794806778,-0.204962213058025,0.40978615032509,3,103.5,157.5
5235,0,0,0,0.897640388924628,-0.784236877691001,0.544161630328745,4,103.5,157.5
5235,0,NA,0,0.644295674283057,0.520951802842319,-0.627199070993811,5,103.5,157.5
5246,0,0,NA,0.417780541349202,-0.647082470823079,0.485564630012959,1,136.5,157.5
5246,0,NA,0,-0.529606546740979,-0.601194537244737,-0.248545501381159,2,136.5,157.5
5246,1,0,1,-0.0509484857320786,0.203363905660808,-0.507668708451092,3,136.5,157.5
5246,0,NA,0,0.0176471150480211,-0.302251813467592,0.789035908412188,4,136.5,157.5
5246,0,0,0,-0.841087386012077,0.206101605203003,-0.0059934719465673,5,136.5,157.5
5250,0,0,0,0.533116846811026,-0.673757520504296,0.273227727040648,1,148.5,157.5
5250,0,0,1,0.918033082503825,-0.178828999400139,-0.756767467129976,2,148.5,157.5
5250,0,0,0,0.950765850022435,-0.842907566577196,0.465382303576916,3,148.5,157.5
5250,0,0,NA,-0.551614319439977,-0.491471861023456,-0.805234787520021,4,148.5,157.5
5250,0,0,0,-0.656127287074924,-0.205019863322377,-0.547060471959412,5,148.5,157.5
5254,0,0,0,0.116877493914217,-0.888541968073696,0.897946326062083,1,160.5,157.5
5254,0,0,NA,-0.367365516722202,-0.248547451104969,0.586447929497808,2,160.5,157.5
5254,0,0,0,-0.53069706633687,0.564264243002981,-0.603971039410681,3,160.5,157.5
5254,0,0,0,-0.101781550329179,-0.850119020789862,-0.841996223200113,4,160.5,157.5
5254,0,0,0,0.732470058370382,-0.7028370318003,-0.813856834545732,5,160.5,157.5
5255,0,1,0,-0.0297906072810292,-0.538290524855256,0.358523518778384,1,163.5,157.5
5255,NA,0,NA,0.936641697306186,0.0641649435274303,0.462569859810174,2,163.5,157.5
5255,0,0,0,-0.770891916472465,0.172284961212426,0.42852454027161,3,163.5,157.5
5255,0,0,1,0.989092023577541,0.718008573167026,0.215277913957834,4,163.5,157.5
5255,0,0,0,0.0705753569491208,-0.752134833019227,0.500823745504022,5,163.5,157.5
5256,0,0,0,-0.0859965812414885,-0.0160415270365775,0.273807511199266,1,166.5,157.5
5256,NA,0,NA,0.0688436459749937,0.65014063892886,-0.521001232322305,2,166.5,157.5
5256,0,NA,0,0.501701794564724,0.00469315657392144,0.249508178792894,3,166.5,157.5
5256,1,0,1,-0.914159832987934,0.50091609871015,-0.448298529256135,4,166.5,157.5
5256,0,1,0,-0.159693466965109,-0.0316871968097985,0.694712446536869,5,166.5,157.5
5262,1,1,1,-0.890053628012538,-0.999991469085217,-0.389154620934278,1,184.5,157.5
5262,0,0,0,0.825805119704455,0.152112785261124,0.98203287506476,2,184.5,157.5
5262,0,0,0,0.449356188066304,0.485176981426775,0.558597755618393,3,184.5,157.5
5262,1,0,NA,0.831474130507559,0.74744404386729,-0.678762181196362,4,184.5,157.5
5262,0,0,0,0.444251058157533,0.142011621966958,-0.256146368570626,5,184.5,157.5
5263,0,0,0,-0.167932872660458,0.583745031151921,0.257267786655575,1,187.5,157.5
5263,NA,1,1,-0.487419312819839,-0.588367895688862,-0.308092566672713,2,187.5,157.5
5263,0,0,0,-0.0411474592983723,0.494942258577794,-0.673001239541918,3,187.5,157.5
5263,0,0,0,0.342671001330018,-0.540385262109339,-0.0305163376033306,4,187.5,157.5
5263,0,0,NA,-0.922084046993405,-0.049549906514585,0.832701056264341,5,187.5,157.5
5264,0,0,0,0.268031866755337,0.600009922403842,0.745030358899385,1,190.5,157.5
5264,0,1,0,-0.436062208376825,0.684485190082341,0.593955490272492,2,190.5,157.5
5264,0,0,0,-0.0370803773403168,-0.0834939167834818,0.219192036893219,3,190.5,157.5
5264,0,0,0,0.279678737744689,-0.52404123917222,-0.931453650351614,4,190.5,157.5
5264,0,0,0,-0.256453893147409,0.190666870214045,-0.993004541378468,5,190.5,157.5
5268,NA,1,0,-0.717888559214771,-0.554668332450092,0.910597858484834,1,202.5,157.5
5268,0,0,0,-0.647744077723473,0.920236955862492,-0.183379357215017,2,202.5,157.5
5268,0,0,0,-0.566299453843385,-0.0395518108271062,-0.638696241658181,3,202.5,157.5
5268,0,0,0,0.357265451457351,0.643034946173429,0.146535614971071,4,202.5,157.5
5268,0,NA,0,-0.540776872541755,0.883404469117522,0.229274278972298,5,202.5,157.5
5273,0,NA,0,-0.404509765096009,0.855487796012312,0.830452723428607,1,217.5,157.5
5273,1,0,1,-0.658848179504275,-0.0675620622932911,-0.560576727613807,2,217.5,157.5
5273,0,0,0,-0.380244954954833,-0.173197749070823,0.987660357728601,3,217.5,157.5
5273,0,0,0,-0.895466444082558,0.560437953099608,-0.117731193546206,4,217.5,157.5
5273,0,0,0,0.268036717548966,-0.112900498323143,0.177623596042395,5,217.5,157.5
5275,0,0,NA,-0.44443755922839,-0.311707781162113,0.108737899456173,1,223.5,157.5
5275,0,0,0,0.219887551851571,0.302492282819003,-0.131447328720242,2,223.5,157.5
5275,0,0,0,-0.000813954509794712,-0.927305345889181,-0.994461772032082,3,223.5,157.5
5275,0,0,0,-0.432990603148937,0.958256420213729,-0.66316448431462,4,223.5,157.5
5275,0,0,0,0.896020686719567,-0.251499688718468,0.564395438879728,5,223.5,157.5
5276,0,0,0,0.664511485025287,-0.704042362049222,0.726958233863115,1,226.5,157.5
5276,0,1,0,0.767480324488133,0.307413159869611,0.168952330946922,2,226.5,157.5
5276,0,NA,0,0.596393799874932,-0.0642829043790698,0.672834648750722,3,226.5,157.5
5276,0,0,0,-0.62292844010517,-0.840736389160156,0.611076928209513,4,226.5,157.5
5276,0,0,0,-0.803945930674672,-0.786009860690683,-0.0509129008278251,5,226.5,157.5
5285,0,0,0,0.561605209019035,-0.305671978741884,0.597333737649024,1,253.5,157.5
5285,0,0,0,-0.448333156760782,0.222184720914811,0.307477102614939,2,253.5,157.5
5285,0,0,0,0.331966998055577,-0.342123110312968,-0.430647945497185,3,253.5,157.5
5285,0,0,0,0.536917703226209,0.311879524495453,-0.243434488773346,4,253.5,157.5
5285,0,0,0,0.21244494849816,0.0216384464874864,-0.917142712511122,5,253.5,157.5
5287,0,0,0,0.086205008905381,0.445616456214339,-0.432017636485398,1,259.5,157.5
5287,0,0,0,-0.312161012552679,0.32456084433943,-0.203498355578631,2,259.5,157.5
5287,NA,0,0,-0.673347487580031,0.495700131170452,-0.113148611504585,3,259.5,157.5
5287,0,0,NA,-0.743564188014716,-0.977298292331398,0.535087978933007,4,259.5,157.5
5287,0,NA,1,0.601549587678164,-0.221365681383759,0.398838717490435,5,259.5,157.5
5291,0,0,0,-0.854496511630714,-0.0462365513667464,-0.19122825236991,1,271.5,157.5
5291,0,0,0,0.71757500525564,-0.0547763407230377,0.162600718904287,2,271.5,157.5
5291,0,0,0,0.517921411897987,-0.144057426601648,-0.594415342900902,3,271.5,157.5
5291,0,0,0,-0.0495662377215922,-0.32368589984253,0.31236067507416,4,271.5,157.5
5291,0,0,0,0.0755958496592939,0.736251725815237,0.556863067671657,5,271.5,157.5
5292,NA,0,0,0.43974955054,0.641754570882767,-0.219348277896643,1,274.5,157.5
5292,0,0,0,0.353023238945752,0.601631388068199,0.005762186832726,2,274.5,157.5
5292,0,0,0,-0.156198288779706,-0.459359358530492,0.748189876321703,3,274.5,157.5
5292,0,0,NA,-0.0891303452663124,0.447149833664298,-0.179984902497381,4,274.5,157.5
5292,0,0,0,0.564467506017536,0.148439523763955,0.872890240047127,5,274.5,157.5
5293,0,0,0,-0.840133640449494,-0.913416740950197,0.286769631318748,1,277.5,157.5
5293,0,0,NA,-0.54418790480122,-0.588022018317133,-0.600644031539559,2,277.5,157.5
5293,0,0,0,0.744606048800051,0.666203387081623,0.700398752000183,3,277.5,157.5
5293,0,0,0,-0.962170909624547,0.72115445882082,0.0947944866493344,4,277.5,157.5
5293,0,1,1,-0.108257133048028,-0.406060878187418,-0.55400372017175,5,277.5,157.5
5300,0,0,0,-0.0452583013102412,0.13105499651283,-0.0309127680957317,1,298.5,157.5
5300,0,0,0,-0.605800020042807,-0.708855842240155,-0.480372279882431,2,298.5,157.5
5300,1,1,1,-0.739720661658794,-0.279837298206985,0.159521838184446,3,298.5,157.5
5300,0,0,0,0.775277827866375,-0.11859385157004,0.474294373765588,4,298.5,157.5
5300,0,0,0,-0.929888993036002,0.341907643713057,-0.226110331248492,5,298.5,157.5
5306,0,0,0,-0.0109635600820184,0.929854574147612,0.971725787967443,1,16.5,160.5
5306,NA,NA,0,-0.520989775191993,0.869684799574316,-0.512791630346328,2,16.5,160.5
5306,0,0,0,-0.944605291821063,0.732609987258911,-0.506060212384909,3,16.5,160.5
5306,1,1,NA,-0.0469018230214715,-0.532965773716569,-0.127592903096229,4,16.5,160.5
5306,0,0,0,0.289671131409705,0.142389291431755,0.844269411172718,5,16.5,160.5
5310,0,0,0,-0.577223339583725,-0.866779481060803,0.834004797507077,1,28.5,160.5
5310,0,0,0,-0.687691300641745,-0.14581188512966,0.893013324588537,2,28.5,160.5
5310,0,NA,NA,-0.0197875588200986,-0.971351918298751,0.987995280884206,3,28.5,160.5
5310,0,0,0,0.0392393828369677,-0.482409278862178,0.834073752630502,4,28.5,160.5
5310,0,NA,0,-0.0229968274943531,0.329500379506499,0.642675900831819,5,28.5,160.5
5314,NA,0,0,-0.521624244749546,0.222936689853668,-0.385725572705269,1,40.5,160.5
5314,0,0,0,0.379358543083072,-0.699706399813294,-0.447259096894413,2,40.5,160.5
5314,0,0,0,0.0876827011816204,-0.488395254593343,0.662532790564001,3,40.5,160.5
5314,0,0,NA,-0.133453152608126,0.0273413481190801,-0.773995054885745,4,40.5,160.5
5314,NA,NA,0,0.129784642253071,-0.172771596349776,-0.0708755911327899,5,40.5,160.5
5315,0,0,0,0.560499887913465,-0.181988484691828,0.528144079260528,1,43.5,160.5
5315,0,0,0,0.0967185669578612,-0.197357762604952,0.290598562452942,2,43.5,160.5
5315,1,0,0,0.36391624296084,-0.764132783748209,0.984879280906171,3,43.5,160.5
5315,0,NA,0,-0.333887312561274,0.944450097624213,-0.74780886573717,4,43.5,160.5
5315,1,0,0,-0.0510350237600505,0.829766133800149,0.466134241782129,5,43.5,160.5
5324,0,0,0,-0.667333088349551,-0.797257973346859,-0.147778104059398,1,70.5,160.5
5324,0,0,0,-0.154458489269018,-0.224325406365097,0.237698542419821,2,70.5,160.5
5324,0,0,0,-0.549223934300244,0.951256598345935,-0.425566600635648,3,70.5,160.5
5324,0,0,0,-0.986999819986522,0.517278246115893,-0.0979517172090709,4,70.5,160.5
5324,0,0,0,0.841132946778089,0.854420069605112,0.708162689115852,5,70.5,160.5
5326,0,0,0,-0.480877581052482,0.791377928573638,-0.34166059223935,1,76.5,160.5
5326,0,0,NA,-0.554140644147992,0.120912702288479,0.702998396009207,2,76.5,160.5
5326,0,0,0,-0.178317426238209,0.837725071236491,-0.256252800114453,3,76.5,160.5
5326,0,0,0,-0.91089121857658,0.278632841538638,-0.0417304029688239,4,76.5,160.5
5326,0,0,NA,-0.626884343568236,0.633435783907771,0.285649163648486,5,76.5,160.5
5329,0,NA,NA,0.0338197904638946,0.194391506258398,-0.320208413992077,1,85.5,160.5
5329,0,0,0,-0.258487015496939,0.785044435877353,-0.662081681191921,2,85.5,160.5
5329,0,NA,0,0.465906101278961,0.363158219028264,-0.481684591621161,3,85.5,160.5
5329,NA,0,0,0.116040951106697,0.00783508690074086,0.751480264123529,4,85.5,160.5
5329,0,0,0,0.887247819453478,-0.132768237497658,0.93269388563931,5,85.5,160.5
5331,0,NA,0,-0.124252983834594,-0.686367002315819,-0.273369410075247,1,91.5,160.5
5331,0,0,1,-0.956531086936593,0.61603488586843,-0.232142066117376,2,91.5,160.5
5331,0,0,0,0.511242389678955,-0.934136320836842,0.832717846613377,3,91.5,160.5
5331,0,0,0,-0.438092092517763,-0.880350717809051,-0.67576853139326,4,91.5,160.5
5331,0,0,0,0.570307060144842,0.630755126941949,0.860389573965222,5,91.5,160.5
5333,0,0,0,-0.0792949697934091,0.0291177718900144,-0.62514429166913,1,97.5,160.5
5333,NA,NA,0,0.450049193110317,-0.750274478457868,-0.71465709246695,2,97.5,160.5
5333,0,0,0,-0.682306830771267,0.665345452725887,0.879977368284017,3,97.5,160.5
5333,0,0,0,0.0130777135491371,0.35798676777631,0.561671531293541,4,97.5,160.5
5333,0,0,0,0.601923268754035,-0.346152689773589,0.337917049881071,5,97.5,160.5
5337,0,0,0,0.276527267880738,-0.0729776974767447,-0.506625341251493,1,109.5,160.5
5337,0,0,0,-0.169665123801678,0.502043114509434,0.770533447619528,2,109.5,160.5
5337,0,0,0,0.732081378810108,0.876859794836491,-0.982787309680134,3,109.5,160.5
5337,0,0,0,0.0452667982317507,0.962107775267214,0.642580990213901,4,109.5,160.5
5337,NA,0,0,0.138821204658598,-0.682356155477464,-0.88318690424785,5,109.5,160.5
5342,0,NA,0,-0.407071853987873,-0.225646223407239,0.195082628633827,1,124.5,160.5
5342,0,0,0,0.910303233657032,-0.0353518342599273,0.113556002266705,2,124.5,160.5
5342,0,0,0,0.382466037292033,-0.401728415396065,-0.26120018446818,3,124.5,160.5
5342,0,0,0,0.308717761188745,-0.200524615589529,0.136141779366881,4,124.5,160.5
5342,0,0,NA,0.594257223419845,0.468276674393564,-0.325059515889734,5,124.5,160.5
5349,1,0,NA,-0.653211291879416,-0.488674407359213,0.712461608927697,1,145.5,160.5
5349,1,1,0,-0.885725062340498,0.400885206647217,0.488832298200577,2,145.5,160.5
5349,0,0,0,0.628693480510265,-0.484047314617783,0.498933125287294,3,145.5,160.5
5349,0,0,0,-0.117717322427779,-0.451875089202076,-0.939707651268691,4,145.5,160.5
5349,0,0,0,0.758088354952633,-0.704998430795968,-0.572285128291696,5,145.5,160.5
5350,1,0,0,-0.579327820800245,-0.53443325124681,0.944540049880743,1,148.5,160.5
5350,0,NA,0,-0.225949871819466,-0.874468621332198,0.302399093750864,2,148.5,160.5
5350,0,0,0,0.311859801411629,-0.143617363646626,-0.776905216276646,3,148.5,160.5
5350,0,0,0,-0.109374724794179,0.747492407914251,0.189390361774713,4,148.5,160.5
5350,0,0,0,-0.758521484211087,-0.822088914457709,-0.914403121452779,5,148.5,160.5
5351,0,1,0,-0.570467518642545,-0.765577302780002,0.181119727436453,1,151.5,160.5
5351,0,0,0,0.288298898842186,0.744770423043519,0.315761123783886,2,151.5,160.5
5351,0,0,0,-0.75175671139732,-0.709125258028507,-0.67026666784659,3,151.5,160.5
5351,0,0,0,0.572884214576334,0.827953531872481,0.358579808380455,4,151.5,160.5
5351,0,0,0,-0.286686909850687,0.860635628923774,0.300221599638462,5,151.5,160.5
5352,0,0,0,-0.173148696310818,0.131189296022058,0.388911927118897,1,154.5,160.5
5352,0,0,NA,0.0759299076162279,0.940880816429853,0.0641951612196863,2,154.5,160.5
5352,0,1,0,0.203683044295758,0.517577145248652,0.171423343010247,3,154.5,160.5
5352,0,0,NA,0.886015694122761,-0.293868629261851,-0.841930686030537,4,154.5,160.5
5352,0,0,0,-0.32185019319877,0.788180374540389,-0.1049136640504,5,154.5,160.5
5354,0,0,0,0.170937647111714,-0.708220845554024,0.930902738589793,1,160.5,160.5
5354,0,0,1,-0.08985027205199,0.0298877814784646,-0.0127039570361376,2,160.5,160.5
5354,0,0,0,-0.322051103692502,0.139764762017876,-0.377348807640374,3,160.5,160.5
5354,0,0,0,0.83609805488959,-0.783628598321229,-0.678903612308204,4,160.5,160.5
5354,0,0,0,-0.416358857881278,0.62368380650878,-0.300837860908359,5,160.5,160.5
5364,1,0,0,-0.691064387094229,-0.643465854227543,0.479585533961654,1,190.5,160.5
5364,0,0,0,0.693105015903711,-0.639259721152484,-0.825389690697193,2,190.5,160.5
5364,0,0,0,-0.602943834848702,0.250764324329793,0.643788516055793,3,190.5,160.5
5364,0,0,0,-0.108662769198418,0.741287225391716,0.423078584950417,4,190.5,160.5
5364,0,0,0,0.00663148798048496,-0.697566243354231,-0.794502819888294,5,190.5,160.5
5367,0,0,0,-0.508602946996689,-0.542665044311434,-0.711674138903618,1,199.5,160.5
5367,NA,0,0,0.558212003204972,0.824716889299452,-0.13946144701913,2,199.5,160.5
5367,NA,0,0,-0.983294982928783,0.705475288908929,0.289226531982422,3,199.5,160.5
